uniprot_quickGO	Description	HS1	HS2	HS3	A21	A22	B51	B52	C11	C12
A0A0H2VJ99	F1613_RS10225	163	145	233	36	54	29	58	39	37
A0A0H2VJA0	F1613_RS00615	195	140	196	337	224	267	8924	265	829
A0A0H2VJA4	F1613_RS10250	94	81	93	125	96	129	306	117	211
A0A0H2VJA5	F1613_RS00645	9737	7799	7748	3187	3157	4496	7230	4670	8727
A0A0H2VJA8	F1613_RS10275	66	81	98	32	67	71	78	62	40
A0A0H2VJB0	F1613_RS00670	1022	873	1218	1064	1227	1756	3983	1593	1735
A0A0H2VJB1	F1613_RS10300	7	7	5	42	29	21	412	7	20
A0A0H2VJB5	F1613_RS10380	6338	4930	6478	5290	5294	6238	6477	8422	6090
A0A0H2VJB6	F1613_RS00715	3531	2090	1887	1867	7161	4146	2145	8730	8163
A0A0H2VJC0	F1613_RS06320	16	14	4	24	17	11	35	20	21
A0A0H2VJC0	F1613_RS01645	34	55	53	43	37	33	36	11	20
A0A0H2VJC0	F1613_RS10410	74	68	91	191	129	140	657	182	435
A0A0H2VJC0	F1613_RS12385	193	159	118	107	95	155	86	119	74
A0A0H2VJC0	F1613_RS12475	169	269	203	166	178	209	182	78	167
A0A0H2VJC1	F1613_RS00740	759	488	374	203	130	125	324	173	158
A0A0H2VJC3	F1613_RS00765	1285	1167	1032	1851	3598	2214	483	1740	916
A0A0H2VJC4	F1613_RS10445	377	413	614	834	797	724	458	656	991
A0A0H2VJD0	F1613_RS00790	8736	7931	5489	3540	3197	4428	3689	9647	9150
A0A0H2VJD3	F1613_RS10495	1592	548	220	549	503	552	136	264	218
A0A0H2VJD5	F1613_RS00825	58	49	42	15	18	30	43	15	8
A0A0H2VJD8	F1613_RS10680	3789	2949	2144	1411	1119	1650	905	2621	1925
A0A0H2VJE0	F1613_RS00860	4393	5199	3901	3898	3695	2055	9053	2051	2493
A0A0H2VJE1	F1613_RS10715	1401	2234	2013	2434	1879	2279	519	2265	1402
A0A0H2VJE6	yfkAB	1058	1657	1616	3511	3589	3129	1555	2067	1744
A0A0H2VJF0	F1613_RS00910	1560	1652	1742	2316	1477	1380	1272	1448	996
A0A0H2VJF1	liaF	4103	8571	5687	1763	1618	1778	1881	1869	1585
A0A0H2VJF5	F1613_RS10835	1886	2158	1325	418	548	517	2939	1095	587
A0A0H2VJF6	thiS	139	207	120	43	43	41	103	37	70
A0A0H2VJG0	F1613_RS10925	9525	8438	7453	8012	6757	9695	5679	9623	14045
A0A0H2VJG4	F1613_RS10955	5230	4395	6606	3825	3068	2896	3900	2263	3210
A0A0H2VJG7	F1613_RS10985	1628	2769	1758	1235	1687	1642	5470	1753	2714
A0A0H2VJH1	F1613_RS11010	9	21	12	3	3	1	2	1	5
A0A0H2VJH4	F1613_RS11035	1256	1015	1661	2151	2351	2068	10477	1605	2322
A0A0H2VJH6	pmtA	1690	871	3655	8818	12719	26710	61212	37673	35855
A0A0H2VJH9	F1613_RS11095	3425	5288	3888	3529	3271	3419	2202	4511	2692
A0A0H2VJI2	F1613_RS11125	11323	8483	22916	39114	41627	26345	9751	21454	7973
A0A0H2VJI3	F1613_RS00970	1687	2708	3251	5839	3330	3986	4145	3331	3544
A0A0H2VJI6	F1613_RS11150	4322	3612	4284	4085	4211	3816	4291	3610	3461
A0A0H2VJJ0	sdaAA	34666	15942	11521	6632	10753	15780	28863	26980	34458
A0A0H2VJJ1	F1613_RS11185	357	354	391	2120	1817	1945	455	1971	1130
A0A0H2VJJ3	F1613_RS11220	142	119	145	16	4	35	28	36	64
A0A0H2VJJ5	rbsK	4005	2995	1855	740	1048	4735	822	8693	7724
A0A0H2VJJ7	pgsB	282	332	319	651	477	626	301	852	521
A0A0H2VJJ8	F1613_RS11295	5441	4032	6572	12593	13636	9587	10595	7850	11524
A0A0H2VJK1	F1613_RS01135	26061	23113	26444	2319	2598	4577	9882	8590	7441
A0A0H2VJK2	F1613_RS11350	276	312	234	539	616	559	170	732	321
A0A0H2VJK5	F1613_RS01165	8632	4501	3025	2785	6241	3083	2266	3884	3788
A0A0H2VJK7	F1613_RS11380	1011	1367	1062	1512	1596	1436	3756	1710	2187
A0A0H2VJK9	F1613_RS01190	1978	1979	1676	1632	1939	1573	2256	2661	1993
A0A0H2VJL2	F1613_RS11495	6712	10954	7325	20380	18667	15564	2652	14130	5159
A0A0H2VJL3	F1613_RS01220	4649	3061	2914	2769	6022	3556	6094	5280	7850
A0A0H2VJL5	rho	12108	15226	16765	40030	36090	34118	36476	26928	38042
A0A0H2VJL7	F1613_RS01260	6392	5987	8774	16991	15166	13032	7941	7338	6301
A0A0H2VJL9	F1613_RS11610	5215	3989	4507	3843	3406	5805	2130	4206	4442
A0A0H2VJM1	F1613_RS01290	3240	2349	2382	1132	3501	2526	7814	3402	3037
A0A0H2VJM6	F1613_RS11655	1656	920	1090	1117	1925	1419	1373	2051	3689
A0A0H2VJM8	F1613_RS01360	742	719	765	1093	1375	2225	1462	3462	2360
A0A0H2VJN3	F1613_RS01385	1322	897	1072	1836	1298	1855	3027	2150	1504
A0A0H2VJN5	F1613_RS11705	6377	6750	8612	7284	5436	8607	4742	7021	8963
A0A0H2VJN9	F1613_RS01415	396	397	506	2077	2131	1398	1550	653	1717
A0A0H2VJP0	F1613_RS11780	2587	2748	2103	971	972	1113	4491	2350	1871
A0A0H2VJP3	F1613_RS01450	7204	6621	5435	2348	2461	3437	5207	6353	6707
A0A0H2VJP5	F1613_RS11825	7772	4761	4321	16620	10806	11313	21184	7106	8022
A0A0H2VJP8	F1613_RS01480	15887	14897	20760	8982	13083	16705	16377	32087	12560
A0A0H2VJQ0	F1613_RS11850	1093	715	853	1572	1169	1352	354	936	894
A0A0H2VJQ3	F1613_RS01515	373	366	337	495	548	618	273	659	356
A0A0H2VJQ4	amaP	36224	13348	12089	11572	49783	20498	28231	21247	39532
A0A0H2VJQ8	F1613_RS01550	185001	245433	82536	5445	8686	7081	11585	6917	8953
A0A0H2VJR3	F1613_RS01575	1881	1552	1710	3288	3181	2293	7860	2527	2243
A0A0H2VJR5	F1613_RS12150	654	493	319	479	516	416	490	370	332
A0A0H2VJR7	F1613_RS01600	4066	4061	3907	2675	2523	3619	2023	4050	2297
A0A0H2VJR9	F1613_RS12180	2768	5409	2853	1239	1321	964	5022	844	982
A0A0H2VJS2	F1613_RS01625	2217	3254	2380	1830	2070	2092	2981	735	1700
A0A0H2VJS3	F1613_RS12240	3592	3429	3832	2040	1765	3006	2079	4047	3063
A0A0H2VJS8	F1613_RS01650	2185	2184	2393	2826	2121	4064	1088	2376	3614
A0A0H2VJS9	F1613_RS01670	10110	25840	8268	4253	2981	4909	4322	5917	10944
A0A0H2VJT4	F1613_RS01710	201	224	201	208	295	329	407	258	320
A0A0H2VJT6	F1613_RS12350	891	818	1330	5231	1728	2504	1322	2080	838
A0A0H2VJT9	F1613_RS01740	31	61	36	17	26	30	89	25	24
A0A0H2VJU1	F1613_RS00025	225	148	259	488	487	255	1173	260	332
A0A0H2VJU3	manA	107	81	102	46	74	114	423	103	124
A0A0H2VJU6	F1613_RS00060	4642	6871	5783	2380	2084	3308	1585	2979	4639
A0A0H2VJV1	F1613_RS00085	27582	16851	24244	17716	27183	34274	20354	25091	27900
A0A0H2VJV4	F1613_RS01820	2046	1948	2715	1182	1149	930	3742	728	1210
A0A0H2VJV8	asp2	5183	5461	8514	2128	1935	2249	996	1971	1143
A0A0H2VJV9	F1613_RS00125	118	171	142	429	485	216	35	172	43
A0A0H2VJW3	F1613_RS01870	1293	1071	1322	1815	2245	1507	539	1295	454
A0A0H2VJW8	F1613_RS01900	1533	1531	2233	901	1086	1565	728	1480	1208
A0A0H2VJX0	F1613_RS00175	4996	2810	3396	1070	4191	3227	5063	4731	8010
A0A0H2VJX5	F1613_RS00215	1356	1428	1451	8464	7356	4534	2501	5613	3849
A0A0H2VJX8	F1613_RS02070	6506	4554	5171	2850	2445	3271	3644	2519	2924
A0A0H2VJY0	F1613_RS00250	410	416	434	236	286	222	973	126	233
A0A0H2VJY4	F1613_RS02130	3516	7416	3031	10083	8781	7052	3214	7413	3920
A0A0H2VJY6	corA	1485	1034	1230	2657	2782	2414	2319	2234	1798
A0A0H2VJY9	F1613_RS02175	7141	6976	6477	13416	13715	11096	12227	9415	16830
A0A0H2VJZ8	F1613_RS00330	345	270	257	754	919	728	309	569	395
A0A0H2VJZ9	gltB	6821	5621	5629	2103	1984	4259	10920	4808	13774
A0A0H2VK03	F1613_RS02290	2198	2557	1285	2896	1913	2200	2422	3033	2061
A0A0H2VK04	F1613_RS00385	12565	12228	15887	14817	12798	20554	9412	23995	18063
A0A0H2VK08	F1613_RS02325	603	244	224	805	781	1493	4870	694	627
A0A0H2VK09	F1613_RS12735	934	1133	1027	1193	1090	1228	1141	996	661
A0A0H2VK13	F1613_RS02350	986	1218	739	1558	1555	1399	865	1865	1368
A0A0H2VK14	F1613_RS00435	3165	3209	2981	2162	1739	1989	2283	1261	1963
A0A0H2VK18	F1613_RS02395	292	394	399	879	942	910	2304	694	458
A0A0H2VK22	F1613_RS00460	3754	3314	3310	4946	6403	8807	2253	8819	7112
A0A0H2VK27	narI	2525	2009	7177	1121	3331	10773	18716	22584	21839
A0A0H2VK32	nirD	1137	724	3617	522	2978	7170	11344	14083	16683
A0A0H2VK34	F1613_RS02495	138	184	107	36	53	54	205	61	63
A0A0H2VK43	F1613_RS00580	2181	1995	2467	2581	2710	2807	4691	4799	4985
A0A0H2VK44	F1613_RS02550	116	162	69	96	134	76	48	115	62
A0A0H2VK49	ychF	7941	9690	9183	10323	9571	10124	16708	9278	14523
A0A0H2VK50	F1613_RS00605	3499	2332	2927	8677	5873	10413	14075	6133	8760
A0A0H2VK54	F1613_RS02610	341	307	433	57	71	90	112	89	155
A0A0H2VK55	F1613_RS00635	423	645	479	1143	934	1127	238	859	269
A0A0H2VK59	F1613_RS02650	565	1726	834	1098	922	953	263	699	568
A0A0H2VK60	F1613_RS00660	1598	1665	1528	1581	1797	1154	930	1105	492
A0A0H2VK65	F1613_RS02675	1289	2124	2313	669	534	674	438	583	530
A0A0H2VK67	F1613_RS00685	2766	2738	4119	684	510	779	622	615	565
A0A0H2VK71	F1613_RS02705	740	1092	963	887	787	1232	245	738	866
A0A0H2VK72	F1613_RS00730	11916	3799	3066	3302	11444	8547	3441	14379	11080
A0A0H2VK76	F1613_RS02730	1146	2110	1310	551	926	1461	536	843	1105
A0A0H2VK77	F1613_RS00755	4392	4607	4591	5990	6789	4129	3869	4243	2343
A0A0H2VK81	F1613_RS00780	2249	3110	2588	2066	2500	2186	1303	2223	1581
A0A0H2VK83	F1613_RS02755	955	1018	959	2793	2728	2657	1027	1330	2526
A0A0H2VK89	ppx	3956	3632	3906	3757	3582	5483	2723	4594	5610
A0A0H2VK94	F1613_RS00840	604	567	493	868	618	667	286	537	785
A0A0H2VKA1	glpT	3066	6844	3444	1083	1456	2531	496	1129	1455
A0A0H2VKA6	F1613_RS00900	2709	3668	2879	1787	1783	2406	863	3259	2479
A0A0H2VKB2	F1613_RS00925	108	143	133	75	71	49	94	59	54
A0A0H2VKD2	F1613_RS00960	15896	16736	19649	11822	10699	9069	37214	8801	11233
A0A0H2VKD4	F1613_RS00985	4179	2798	3848	536	2128	923	6726	847	1163
A0A0H2VKD6	F1613_RS01030	176	217	206	157	144	203	108	217	156
A0A0H2VKD8	F1613_RS01065	437	539	340	467	487	502	506	386	593
A0A0H2VKE0	F1613_RS01100	545	713	924	1032	615	978	268	1056	1029
A0A0H2VKE4	F1613_RS01125	1519	830	787	1424	1159	912	2643	815	768
A0A0H2VKF2	F1613_RS01180	4960	7444	5982	6722	7417	5589	3169	7638	4874
A0A0H2VKF5	feoB	2064	2229	2244	2505	1693	2673	1489	2362	1252
A0A0H2VKG0	F1613_RS01245	589	451	405	446	404	499	971	370	664
A0A0H2VKG4	F1613_RS01280	1077	372	404	1163	2153	1164	857	1476	916
A0A0H2VKG8	F1613_RS01310	645	737	644	2901	1998	2366	531	1159	1293
A0A0H2VKH0	budA	38909	23651	31936	4541	7010	15737	11245	28893	28943
A0A0H2VKH8	F1613_RS12455	4475	8637	4398	8847	7970	7537	10929	10410	5630
A0A0H2VKH8	F1613_RS12370	4687	7095	4172	4658	4277	5098	2620	2823	1488
A0A0H2VKH8	F1613_RS12730	2912	1208	912	2144	3206	2370	5700	3840	4734
A0A0H2VKI0	F1613_RS01400	6851	4786	6484	786	2967	3389	7637	4288	7492
A0A0H2VKI4	F1613_RS01440	7482	5414	3393	2322	2528	3342	1902	6017	2795
A0A0H2VKI9	F1613_RS01470	4283	8901	9399	14037	11909	4006	6502	3063	3799
A0A0H2VKJ4	F1613_RS01495	2970	2573	2144	710	2524	1205	5707	2150	1638
A0A0H2VKK4	F1613_RS01565	1228	1337	1415	2176	1549	1527	815	1148	1026
A0A0H2VKK9	F1613_RS01590	1243	2068	1841	2036	1747	1549	701	1339	623
A0A0H2VKL3	F1613_RS01615	693	864	815	551	445	515	463	441	477
A0A0H2VKM4	tnpA	404	845	577	500	445	432	460	272	277
A0A0H2VKM8	F1613_RS01685	821	893	1076	1765	1550	1791	548	1560	1366
A0A0H2VKN4	F1613_RS01730	68	77	73	303	194	260	61	205	232
A0A0H2VKN8	F1613_RS01755	2164	2901	2717	415	523	744	466	902	619
A0A0H2VKP3	F1613_RS01780	28239	26303	29806	15533	16295	18454	20117	13213	20458
A0A0H2VKP7	F1613_RS01810	1603	1337	1937	3925	4400	3198	3627	2659	1724
A0A0H2VKQ1	gtfA	5531	4940	6859	2488	2167	2455	1207	2018	1737
A0A0H2VKQ9	F1613_RS01890	166	176	220	377	293	447	486	278	382
A0A0H2VKR4	F1613_RS01930	131	167	124	185	75	215	43	96	181
A0A0H2VKS1	F1613_RS02060	21629	15999	14200	23962	21036	25324	35725	20746	26457
A0A0H2VKS6	F1613_RS02115	54026	28247	29269	18571	45458	25442	82487	40240	35442
A0A0H2VKT2	rsmI	1462	2156	1348	3938	3502	2773	986	2533	2426
A0A0H2VKT7	F1613_RS02195	814	1298	1026	1541	1241	1265	508	965	524
A0A0H2VKU2	F1613_RS02250	1008	1264	881	665	511	531	299	534	318
A0A0H2VKU4	F1613_RS02280	4152	5860	4360	1032	1052	1069	1125	1298	933
A0A0H2VKU8	F1613_RS02310	466	363	208	184	177	558	440	421	417
A0A0H2VKV4	F1613_RS02340	1135	1264	1029	1212	1037	980	677	807	1351
A0A0H2VKV5	F1613_RS02375	2399	2489	374	1675	3891	2184	3363	11514	726
A0A0H2VKX1	F1613_RS02475	3597	1651	1317	2203	3368	2119	883	2364	1832
A0A0H2VKY6	F1613_RS02575	58	142	80	121	103	100	46	68	39
A0A0H2VKZ1	F1613_RS02600	262	353	277	319	224	338	169	218	193
A0A0H2VKZ4	F1613_RS02640	73	117	52	752	385	432	23	150	179
A0A0H2VKZ8	F1613_RS02665	170	248	192	192	216	273	76	240	200
A0A0H2VL01	F1613_RS02695	494	706	535	309	356	348	457	197	190
A0A0H2VL02	F1613_RS02720	372	440	343	770	771	724	1307	353	892
A0A0H2VL04	F1613_RS02745	313	451	595	1327	1315	1881	410	570	2682
A0A0H2VL09	F1613_RS02770	1944	2280	2235	1685	1236	1178	3105	951	1600
A0A0H2VL50	F1613_RS12510	76	163	98	21	17	21	31	5	8
A0A0H2VL50	F1613_RS12535	21	31	36	18	11	14	33	14	10
P0A0E4	merA	924	865	840	473	810	617	3275	615	1462
P0C0M5	F1613_RS08400	3734	3683	2102	4501	3364	4497	918	4457	2407
P0C0M7	rsbW	4236	3103	3414	3065	7800	3883	5154	5202	5811
P0C0M9	gmk	9943	6513	8255	12244	8053	9891	10169	8441	5995
P0C0N1	argF	18022	10519	13288	3591	7245	13750	40278	10853	21792
P0C0N3	groES	72597	77871	65477	5212	7917	5590	3234	3550	6072
P0C0N5	F1613_RS11115	66788	35383	92392	95644	108923	92577	293844	116871	113340
P0C0N7	groL	330244	391995	346615	22622	36684	26498	14569	15705	23468
P0C0P1	dfrC	5030	5545	4765	5390	5353	5162	4013	6485	8136
P0C0P4	F1613_RS08985	2196	1413	2335	6389	5074	4990	22663	6058	9063
P0C0Q0	F1613_RS03735	7901	3370	7201	1829	3603	5619	36227	2537	7035
P0C0Q2	F1613_RS10510	5048	2594	5385	7374	13799	21150	38182	10992	25008
P0C0Q4	F1613_RS01715	1393	3421	2072	3437	4499	5183	2423	4662	9825
P0C0Q6	F1613_RS08980	60581	63334	41551	25897	38415	22984	160938	41617	63683
P0C0Q8	F1613_RS11310	3754	2326	3210	2824	7033	2919	3045	3601	2386
P0C0R0	gyrA	61601	75030	58336	66321	56139	64017	42668	79792	82572
P0C0R4	gehC	66208	41787	16087	12004	14633	20860	7185	11512	31656
P59253	plsY	2349	1665	2091	10118	9216	6172	6709	8114	5231
P59291	F1613_RS03945	47	53	60	58	51	60	73	79	35
P59377	rpsK	49732	44927	42900	75152	105625	66990	170883	29080	83371
P66175	rpmC	58723	38588	44283	68553	114772	62199	213769	22170	91247
P66255	rpmH	11752	28130	13666	20967	29381	12691	30694	12236	12489
P66336	rpsJ	46792	36120	39116	106997	119773	83547	223473	50462	101063
P66523	rpsU	5128	3842	5495	8377	8776	7519	10780	2221	9547
P66618	rpsG	80552	102115	79840	150794	159650	116928	355915	89580	180927
Q7CCJ3	F1613_RS12355	1016	589	4492	10362	10582	7856	10080	2334	5457
Q7CCJ3	F1613_RS01255	1242	716	4694	12266	13455	7716	15115	3226	6366
Q7CCJ4	ptsG	3380	2771	2756	21206	24958	49450	11602	39858	66533
Q7CCK6	F1613_RS07995	1610	2090	1330	1825	1722	1514	599	1392	611
Q7ZAJ2	xerD	2273	4988	3440	3654	4081	3588	1131	4255	1119
Q7ZAJ3	scpB	1052	1136	1126	2712	2570	2412	556	1759	563
Q7ZAJ4	xerC	4857	4454	5064	3614	4457	5621	6822	7164	3914
Q8CMK4	yidC	17165	17664	18738	23790	23920	19061	28772	21175	21248
Q8CMK6	F1613_RS12235	2351	2068	2205	1054	964	1743	1785	2203	1956
Q8CMK7	F1613_RS11425	112	159	225	152	159	79	440	51	170
Q8CMK8	yidC	17165	17664	18738	23790	23920	19061	28772	21175	21248
Q8CML1	spoVG	30968	19755	17512	13854	30786	16772	65542	28351	46425
Q8CML2	F1613_RS01690	1566	1800	1499	1400	2003	1741	2362	2125	1413
Q8CML6	truA	3766	3172	5835	8355	8159	5712	6391	2827	4868
Q8CML7	tgt	15065	19026	19444	21986	20876	15964	24259	14854	10924
Q8CMM0	gcvPA	6300	3543	6977	11480	12104	9092	6570	7891	15305
Q8CMM1	gcvPB	8447	5134	8450	14974	18629	12805	7338	11694	17277
Q8CMM3	F1613_RS08350	2862	3410	3770	6449	7449	6508	4522	7204	6143
Q8CMM5	F1613_RS07580	26363	21803	25839	27850	22103	17159	22896	14932	16326
Q8CMM6	truB	1223	1936	1355	4366	3456	2055	820	1255	814
Q8CMN2	aae	14604	10624	29915	42116	64667	25212	17760	22104	18345
Q8CMN4	rnpA	913	1496	878	1897	1878	1317	1201	1264	1002
Q8CMN5	mnmE	11726	17546	11164	10931	9590	8321	25116	6828	10163
Q8CMN6	mnmG	19992	27130	19617	15626	13079	13350	45290	8893	20698
Q8CMN7	rsmG	11306	12901	10517	7483	5903	6333	23559	3711	11068
Q8CMP4	sdrF	11195	8540	10842	6983	8382	7915	5556	4959	15560
Q8CMP5	metE	2654	1561	2249	797	1167	995	801	777	1143
Q8CMQ1	ahpF	65094	100242	56179	32508	24300	60303	113224	130694	153288
Q8CMQ2	ahpC	33931	46884	26568	15769	12255	28094	43422	62022	66963
Q8CMQ4	F1613_RS02490	4860	5222	3015	650	2128	1607	2696	2070	4088
Q8CMQ7	guaB	38438	34854	56605	30830	24191	29856	31127	25130	38412
Q8CMQ8	guaA	20100	26712	39647	31079	26251	27528	11880	20218	21107
Q8CMS3	recR	2054	2349	2110	1545	1387	1409	2372	1562	2063
Q8CMT0	glmU	7413	8917	9446	6975	5899	10067	4210	13809	9155
Q8CMT1	mfd	22714	24215	28422	14577	12154	16773	13691	15734	17139
Q8CMT5	hslO	20555	23663	13187	4300	3696	3158	10775	2731	4207
Q8CMT6	cysK	33429	30798	21291	12914	12376	17787	25903	21635	20464
Q8CMT7	folP	20030	19056	14203	32128	32925	32479	29994	51049	49965
Q8CMT8	folB	9542	8053	6111	16475	16135	16232	9480	21224	13734
Q8CMU4	phnC	76	74	97	152	101	142	238	120	144
Q8CMU8	secY2	2302	2703	3986	1336	1288	1370	518	1500	613
Q8CMU9	secA2	9118	8052	12540	3397	3167	3559	3457	2727	3207
Q8CMV4	F1613_RS01785	4266	5490	4396	1987	2959	2812	3710	3298	6279
Q8CMW1	arcA	11813	5921	9845	5419	14416	14188	36026	10231	15930
Q8CMW2	argF	18022	10519	13288	3591	7245	13750	40278	10853	21792
Q8CMX3	F1613_RS01535	711	641	357	225	258	618	164	293	255
Q8CMX5	cysI	2022	1327	1291	1935	2086	2974	2054	2925	3056
Q8CMY2	betA	116027	169115	155161	44659	27659	7816	58663	17797	15892
Q8CMY4	lqo	100942	67326	85372	186677	206647	150769	198199	113429	156571
Q8CMY5	F1613_RS01410	96151	77509	73151	39073	45596	69728	70569	198434	161009
Q8CMZ0	F1613_RS01355	69922	43062	53746	7403	12030	29334	27981	61178	56871
Q8CMZ4	F1613_RS01325	3705	2936	4192	1673	1738	1921	2572	1862	2389
Q8CMZ9	F1613_RS01265	15749	7223	42259	187196	263335	108935	344088	61271	134433
Q8CN01	copZ	1723	2336	1427	650	746	656	1161	1030	1467
Q8CN02	F1613_RS01230	19014	28908	17272	2181	2654	4009	6102	5011	11343
Q8CN04	pruA	8662	10007	4170	686	1366	1083	3363	1880	3907
Q8CN16	rbsU	4930	3382	2010	976	1542	4451	1361	7965	8043
Q8CN17	rbsD	1945	1470	764	322	565	2280	463	3983	3467
Q8CN22	F1613_RS01015	142	187	227	71	56	70	66	33	50
Q8CN23	F1613_RS01010	13159	11690	9099	2750	2981	3325	2700	3895	5016
Q8CN24	F1613_RS01000	79524	65525	41207	3970	13215	6000	38822	8907	19916
Q8CN27	F1613_RS00955	11597	14099	8820	6301	4292	8757	2661	5607	11317
Q8CN30	F1613_RS00940	792	1060	859	249	237	276	645	266	417
Q8CN38	F1613_RS00850	3745	3820	5846	6998	4672	7856	3113	5683	7421
Q8CN40	F1613_RS00820	7341	6151	7702	1704	2879	4032	20863	6211	7243
Q8CN53	lrgB	1411	1132	6478	2984	3171	4940	2875	13277	10598
Q8CN54	lrgA	1081	768	4595	3438	3593	4101	1646	9174	5641
Q8CN55	F1613_RS00700	870	820	1315	669	565	851	361	798	750
Q8CN61	F1613_RS00620	13189	6362	15581	2040	3155	7361	64777	25241	18380
Q8CN75	nreC	5840	5856	11834	2348	3848	9901	20190	26946	23042
Q8CN76	F1613_RS00485	3506	3590	24748	3447	21216	34350	29704	73553	45110
Q8CN77	F1613_RS00480	7052	6595	6847	16664	22075	18168	9599	17635	13854
Q8CN89	F1613_RS00380	10408	7498	6089	8988	9741	8443	10576	12395	10096
Q8CN91	mqo	10937	13089	10772	5842	6077	6248	6841	10434	5109
Q8CN92	F1613_RS00350	1373	1175	1272	625	596	558	701	575	389
Q8CN95	F1613_RS00325	6574	6181	9461	11688	13836	9694	6180	8984	5886
Q8CNA3	hutG	4857	2787	2879	1578	3433	2392	7515	2922	2806
Q8CNB2	F1613_RS00095	29784	23181	27072	18936	27638	33160	10120	25913	21295
Q8CNB8	F1613_RS00035	10260	12564	7938	3005	3479	3612	7455	8706	6223
Q8CNC5	F1613_RS12330	43563	52153	28186	9002	15992	12350	10871	7306	22875
Q8CNC6	ureG	39128	44478	24370	7845	14385	11290	8983	6039	18470
Q8CNC7	F1613_RS12320	53867	54842	33167	10167	17470	14367	10380	6734	21882
Q8CNC8	ureE	30176	32369	18969	5775	10370	8460	6277	4153	13789
Q8CNC9	ureC	95226	110813	61741	20581	36818	30878	16310	15593	33001
Q8CND0	F1613_RS12305	17882	21681	11262	4090	6951	6020	4254	3488	9005
